Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	62	500	0.287972	0.256972	0.122127	0.134845	0.0310007	0.763102	0.0427465	1.24808	0.06164	6.71043e-05
10002	1	100	63	500	0.291009	0.260006	0.12556	0.134446	0.0310026	0.760401	0.0402278	1.25437	0.0615152	6.65965e-05
10003	1	100	69	500	0.30304	0.265278	0.127267	0.13801	0.0377628	0.756921	0.04163	1.25479	0.0617487	6.59785e-05
10004	1	100	68	500	0.304364	0.266339	0.129243	0.137096	0.0380257	0.755779	0.0446643	1.25568	0.0620751	6.5109e-05
10005	1	100	69	500	0.299988	0.266708	0.12901	0.137698	0.0332804	0.754747	0.042364	1.25914	0.0590048	6.53187e-05
10006	1	100	57	500	0.310173	0.268807	0.133203	0.135603	0.0413662	0.753822	0.0444215	1.26046	0.0620978	6.45787e-05
10007	1	100	68	500	0.305632	0.270317	0.135533	0.134784	0.0353146	0.752508	0.044991	1.26445	0.0621361	6.41655e-05
10008	1	100	60	500	0.310726	0.272618	0.137271	0.135346	0.0381082	0.750106	0.0386897	1.26534	0.0600923	6.50674e-05
10009	1	100	70	500	0.31319	0.276218	0.139478	0.13674	0.0369723	0.748518	0.0396013	1.26918	0.0573447	6.56721e-05
10010	1	100	64	500	0.318238	0.279858	0.143788	0.13607	0.03838	0.745249	0.0393766	1.27357	0.0592416	6.41435e-05
10011	1	100	61	500	0.317485	0.281966	0.146892	0.135074	0.0355186	0.742736	0.0399167	1.27818	0.0594102	6.2709e-05
10012	1	100	55	500	0.322074	0.28444	0.14917	0.135269	0.0376342	0.740808	0.0376261	1.28098	0.0576129	6.34092e-05
10013	1	100	66	500	0.320343	0.286	0.155352	0.130647	0.034343	0.739806	0.0369036	1.28366	0.0575646	6.25019e-05
10014	1	100	64	500	0.322467	0.287352	0.158186	0.129165	0.035115	0.737958	0.0388641	1.28456	0.0625859	6.15035e-05
10015	1	100	63	500	0.325432	0.29104	0.159902	0.131137	0.0343924	0.735681	0.0339179	1.28769	0.0568798	6.12299e-05
10016	1	100	65	500	0.333765	0.29338	0.1597	0.13368	0.0403846	0.735239	0.0359405	1.28855	0.0575463	6.18727e-05
10017	1	100	62	500	0.338788	0.297903	0.166189	0.131714	0.0408847	0.729938	0.0360094	1.29102	0.057597	6.11572e-05
10018	1	100	66	500	0.332335	0.296113	0.167039	0.129073	0.0362221	0.732128	0.036404	1.29336	0.0589435	6.00837e-05
10019	1	100	64	500	0.339293	0.302519	0.171898	0.130622	0.0367734	0.727779	0.0319499	1.30212	0.0561709	5.94264e-05
10020	1	100	65	500	0.340902	0.303816	0.174401	0.129414	0.037086	0.725668	0.0316532	1.3016	0.056609	5.93458e-05
10021	1	100	63	500	0.339436	0.30295	0.177574	0.125376	0.0364855	0.726766	0.0303272	1.30493	0.0527462	5.9331e-05
10022	1	100	59	500	0.338897	0.304047	0.173954	0.130093	0.0348495	0.725839	0.0354722	1.30538	0.0594957	6.0509e-05
10023	1	100	62	500	0.338953	0.306333	0.176222	0.130111	0.0326203	0.723375	0.033305	1.30881	0.0606586	5.96443e-05
10024	1	100	62	500	0.347153	0.30958	0.181524	0.128056	0.0375734	0.720411	0.0410927	1.30832	0.0742467	5.83896e-05
10025	1	100	66	500	0.34533	0.31042	0.183796	0.126624	0.0349094	0.720383	0.0338405	1.31365	0.0606629	5.76467e-05
10026	1	100	55	500	0.340468	0.309405	0.184074	0.125331	0.0310633	0.720589	0.0360236	1.31523	0.0622585	5.71306e-05
10027	1	100	66	500	0.347136	0.312873	0.192528	0.120345	0.0342632	0.719094	0.0360614	1.31934	0.0626098	5.5597e-05
10028	1	100	61	500	0.347788	0.315822	0.195652	0.120171	0.0319658	0.716901	0.0382206	1.3257	0.064927	5.48247e-05
10029	1	100	61	500	0.352554	0.318529	0.197268	0.121261	0.0340245	0.714802	0.0380638	1.32682	0.0648159	5.45827e-05
10030	1	100	56	500	0.349494	0.320436	0.201903	0.118534	0.0290574	0.712137	0.0369256	1.33141	0.0634515	5.36198e-05
10031	1	100	55	500	0.35586	0.324271	0.209179	0.115092	0.0315893	0.70936	0.035118	1.3347	0.0658348	5.1949e-05
10032	1	100	57	500	0.354955	0.323504	0.207516	0.115988	0.0314513	0.710435	0.0358208	1.33349	0.0647139	5.28436e-05
10033	1	100	61	500	0.353804	0.32357	0.208908	0.114662	0.0302341	0.710346	0.0386757	1.33402	0.0690849	5.24998e-05
