Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	48	500	0.15118	0.137468	0.0809629	0.0565051	0.0137114	0.866622	0.0276127	1.13205	0.0324729	4.44618e-05
10002	1	100	54	500	0.152429	0.138313	0.0814688	0.0568443	0.0141162	0.866851	0.026726	1.13269	0.0305467	4.44315e-05
10003	1	100	47	500	0.156083	0.139571	0.0786115	0.0609599	0.0165118	0.866273	0.0278475	1.13334	0.0327875	4.5264e-05
10004	1	100	50	500	0.156808	0.140625	0.0780861	0.0625387	0.0161829	0.86531	0.0289807	1.13475	0.0341134	4.57428e-05
10005	1	100	51	500	0.156696	0.141929	0.0812768	0.0606524	0.0147672	0.863837	0.0284046	1.13653	0.0343759	4.61703e-05
10006	1	100	45	500	0.157604	0.14129	0.0828448	0.0584454	0.0163137	0.8624	0.0289191	1.13549	0.0321305	4.63671e-05
10007	1	100	57	500	0.163544	0.14357	0.0849139	0.0586559	0.0199746	0.861093	0.0303539	1.13442	0.0347278	4.59846e-05
10008	1	100	59	500	0.168675	0.146987	0.0830543	0.0639325	0.0216886	0.858664	0.0279311	1.13726	0.0332098	4.64068e-05
10009	1	100	60	500	0.160449	0.144427	0.0832246	0.0612025	0.016022	0.859768	0.030398	1.13662	0.0348985	4.67324e-05
10010	1	100	57	500	0.166206	0.147006	0.0828907	0.064115	0.0191999	0.858819	0.0295326	1.13878	0.0341933	4.7469e-05
10011	1	100	57	500	0.165661	0.145384	0.0808065	0.0645776	0.0202771	0.860395	0.0307633	1.13715	0.0360026	4.74631e-05
10012	1	100	53	500	0.161996	0.145454	0.0830923	0.0623619	0.016542	0.859718	0.0298485	1.13809	0.0365396	4.76167e-05
10013	1	100	58	500	0.165134	0.146777	0.0827905	0.0639865	0.0183573	0.859394	0.0293848	1.13951	0.0349168	4.73227e-05
10014	1	100	53	500	0.165383	0.14946	0.0884171	0.061043	0.0159228	0.85643	0.0315087	1.14282	0.0383219	4.69883e-05
10015	1	100	52	500	0.166362	0.150705	0.088614	0.0620912	0.0156571	0.855696	0.0300951	1.1445	0.0365406	4.72984e-05
10016	1	100	49	500	0.173255	0.154421	0.0893181	0.065103	0.0188338	0.8523	0.0316446	1.14634	0.0392058	4.75198e-05
10017	1	100	51	500	0.175414	0.156186	0.0899863	0.0662001	0.0192276	0.851037	0.0320584	1.14806	0.0401724	4.85922e-05
10018	1	100	60	500	0.176736	0.157637	0.0912062	0.0664304	0.0190997	0.850211	0.0321793	1.1504	0.0408492	4.81914e-05
10019	1	100	52	500	0.177474	0.159271	0.0904844	0.0687864	0.0182033	0.84766	0.0347371	1.15149	0.0456406	4.8323e-05
10020	1	100	51	500	0.178807	0.161118	0.0913116	0.0698069	0.0176883	0.84606	0.0346488	1.15432	0.0464537	4.87247e-05
10021	1	100	58	500	0.182971	0.160865	0.0920006	0.068864	0.0221064	0.844981	0.0354826	1.15119	0.0492737	4.85364e-05
10022	1	100	50	500	0.194519	0.164847	0.093367	0.0714804	0.0296713	0.843954	0.0352847	1.15325	0.0502029	4.87074e-05
10023	1	100	54	500	0.195054	0.166892	0.0973815	0.0695108	0.0281619	0.841792	0.036494	1.15605	0.051137	4.82731e-05
10024	1	100	50	500	0.186398	0.166896	0.0990306	0.0678649	0.019502	0.839935	0.0384095	1.15966	0.0506342	4.84065e-05
10025	1	100	58	500	0.195488	0.168884	0.0957918	0.0730921	0.0266046	0.839482	0.0380451	1.15889	0.0543198	4.88382e-05
10026	1	100	55	500	0.193044	0.171056	0.099662	0.0713937	0.0219885	0.838511	0.0369676	1.1636	0.051488	4.84963e-05
10027	1	100	51	500	0.18813	0.168931	0.100886	0.0680445	0.0191994	0.839614	0.0375665	1.16236	0.0510182	4.85394e-05
10028	1	100	59	500	0.195917	0.175197	0.101644	0.0735526	0.02072	0.833601	0.0399807	1.16766	0.0557862	4.85462e-05
10029	1	100	53	500	0.20333	0.179158	0.107362	0.0717966	0.0241721	0.830939	0.0393044	1.17232	0.0570813	4.81366e-05
10030	1	100	57	500	0.200419	0.181512	0.109761	0.0717512	0.018907	0.82893	0.0401362	1.1769	0.0539242	4.83317e-05
10031	1	100	55	500	0.201295	0.182846	0.113929	0.0689179	0.0184487	0.827907	0.0420686	1.17892	0.0546065	4.79763e-05
10032	1	100	54	500	0.200615	0.180821	0.116837	0.0639848	0.0197936	0.829095	0.0412067	1.17603	0.0544124	4.72704e-05
10033	1	100	45	500	0.201794	0.18253	0.118521	0.064009	0.0192645	0.827329	0.0416624	1.17723	0.0547294	4.69123e-05
10034	1	100	47	500	0.202364	0.183138	0.121366	0.0617723	0.0192254	0.827528	0.0432051	1.17937	0.057374	4.59214e-05
10035	1	100	51	500	0.213128	0.188634	0.124926	0.0637078	0.0244942	0.822733	0.0431036	1.18359	0.0602297	4.5826e-05
10036	1	100	49	500	0.209734	0.188574	0.123345	0.0652289	0.0211604	0.823453	0.0427613	1.1853	0.0585008	4.61099e-05
10037	1	100	49	500	0.212084	0.190147	0.121634	0.068513	0.0219376	0.82139	0.041972	1.1851	0.0561312	4.6731e-05
10038	1	100	47	500	0.207643	0.190752	0.122985	0.067767	0.0168904	0.819476	0.0430371	1.18696	0.0586006	4.69501e-05
10039	1	100	48	500	0.215025	0.196396	0.126214	0.0701818	0.0186288	0.815509	0.041538	1.19372	0.056952	4.74188e-05
10040	1	100	48	500	0.220413	0.201835	0.129933	0.0719024	0.018578	0.811724	0.0422933	1.20112	0.0562241	4.65811e-05
10041	1	100	47	500	0.224419	0.205432	0.134556	0.0708765	0.0189865	0.807996	0.044403	1.20439	0.0619649	4.56479e-05
10042	1	100	50	500	0.230076	0.208629	0.138137	0.0704921	0.0214468	0.80515	0.0478057	1.20637	0.0650728	4.52367e-05
10043	1	100	46	500	0.232444	0.212386	0.140469	0.0719163	0.0200586	0.802467	0.0454165	1.21256	0.0610922	4.53585e-05
10044	1	100	48	500	0.238166	0.218437	0.146861	0.0715764	0.0197285	0.79691	0.0453443	1.21901	0.0608521	4.4348e-05
10045	1	100	56	500	0.241369	0.220236	0.1487	0.0715356	0.0211337	0.795871	0.041289	1.22124	0.0564897	4.41441e-05
10046	1	100	45	500	0.237366	0.219877	0.149767	0.0701098	0.0174888	0.795467	0.0484509	1.22163	0.0658828	4.42722e-05
10047	1	100	44	500	0.237325	0.220105	0.152869	0.0672363	0.0172193	0.793051	0.0479983	1.22376	0.066179	4.43514e-05
10048	1	100	42	500	0.243683	0.225442	0.155493	0.0699485	0.0182419	0.79067	0.0455645	1.22813	0.0649434	4.42883e-05
10049	1	100	45	500	0.255029	0.232829	0.164167	0.0686622	0.0221997	0.785035	0.0446938	1.23536	0.0642335	4.30275e-05
10050	1	100	49	500	0.264784	0.23871	0.168809	0.069901	0.026073	0.77897	0.0485044	1.23766	0.0769114	4.31802e-05
10051	1	100	42	500	0.268293	0.242389	0.173235	0.069154	0.0259041	0.777504	0.0415595	1.24323	0.0622802	4.20751e-05
10052	1	100	41	500	0.260974	0.241288	0.174608	0.0666802	0.0196859	0.77693	0.0449437	1.24526	0.0651898	4.18561e-05
