Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	
5001	1	100	42	500	0.264433	0.247926	0.150983	0.0969438	0.0165068	0.760528	0.0326191	1.24605	0.0504527
5002	1	100	31	500	0.274833	0.248576	0.14879	0.0997862	0.0262574	0.760836	0.0336958	1.24494	0.0539981
5003	1	100	21	500	0.284566	0.253943	0.160457	0.0934859	0.030623	0.75816	0.0401951	1.24431	0.0570641
5004	1	100	18	500	0.262475	0.251663	0.154863	0.0967995	0.0108119	0.760197	0.0324225	1.25486	0.0485231
5005	1	100	13	500	0.27382	0.258278	0.16538	0.0928983	0.0155418	0.755397	0.0373714	1.25742	0.0599221
5006	1	100	13	500	0.28226	0.264587	0.171614	0.0929729	0.0176726	0.75076	0.03751	1.26142	0.0584766
5007	1	100	11	500	0.296431	0.277986	0.173094	0.104893	0.0184446	0.741686	0.0427838	1.27501	0.0691969
5008	1	100	9	500	0.30627	0.288375	0.183556	0.104818	0.0178957	0.732555	0.0432153	1.28741	0.0674416
5009	1	100	15	500	0.324819	0.291271	0.189703	0.101568	0.0335475	0.731776	0.0448916	1.27791	0.0732783
5010	1	100	12	500	0.310136	0.290342	0.191295	0.0990474	0.0197932	0.732726	0.0486458	1.28734	0.0765775
5011	1	100	13	500	0.300805	0.2841	0.176779	0.107321	0.0167052	0.73637	0.0442453	1.28545	0.0681284
5012	1	100	11	500	0.316735	0.299842	0.198453	0.101389	0.0168931	0.72369	0.047599	1.30083	0.0757709
5013	1	100	12	500	0.3207	0.305991	0.19552	0.110471	0.0147086	0.71842	0.0465784	1.31163	0.0734809
5014	1	100	8	500	0.315265	0.300957	0.183777	0.117181	0.0143077	0.724406	0.0484367	1.30674	0.0734603
5015	1	100	9	500	0.321506	0.305649	0.188536	0.117113	0.0158569	0.720365	0.0482015	1.31093	0.0776879
5016	1	100	11	500	0.321257	0.307296	0.185365	0.121931	0.0139606	0.718707	0.0466033	1.31662	0.0696344
5017	1	100	13	500	0.319828	0.30483	0.190546	0.114284	0.0149981	0.72031	0.0476356	1.30977	0.0738559
5018	1	100	11	500	0.322267	0.308771	0.185666	0.123105	0.0134962	0.718254	0.0475132	1.31755	0.0707442
5019	1	100	11	500	0.324732	0.305532	0.184624	0.120909	0.0191997	0.721223	0.051925	1.3098	0.0755429
