Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	44	500	0.622585	0.598399	0.551265	0.0471346	0.0241858	0.52436	0.0361927	1.7264	0.0970376	2.80861e-05
10002	1	100	35	500	0.613951	0.582916	0.526909	0.0560063	0.0310357	0.535254	0.0419937	1.69732	0.101437	3.10657e-05
10003	1	100	29	500	0.598938	0.575343	0.505195	0.0701474	0.0235952	0.539681	0.0378609	1.69236	0.0932947	3.39759e-05
10004	1	100	27	500	0.56812	0.557681	0.492276	0.0654053	0.010439	0.549476	0.0416527	1.67777	0.103928	3.22762e-05
10005	1	100	26	500	0.580479	0.566811	0.484987	0.081824	0.0136684	0.545081	0.0420759	1.68888	0.104449	3.46844e-05
10006	1	100	23	500	0.563753	0.551835	0.469568	0.0822671	0.0119176	0.553882	0.0461618	1.66803	0.111958	3.489e-05
10007	1	100	25	500	0.521601	0.50653	0.382445	0.124085	0.0150709	0.583074	0.0468174	1.5975	0.109217	4.03925e-05
10008	1	100	26	500	0.501796	0.483184	0.354823	0.128361	0.0186126	0.598268	0.0552271	1.56118	0.127154	3.77959e-05
10009	1	100	25	500	0.459642	0.446705	0.322094	0.124611	0.0129368	0.621335	0.0468198	1.51252	0.100737	3.53651e-05
10010	1	100	24	500	0.450852	0.435811	0.303303	0.132507	0.0150412	0.629767	0.0561196	1.49619	0.124636	3.5624e-05
10011	1	100	31	500	0.434938	0.420596	0.305218	0.115378	0.0143418	0.638585	0.046646	1.47472	0.103632	3.02232e-05
10012	1	100	25	500	0.392758	0.382787	0.290471	0.0923161	0.00997121	0.662959	0.0432226	1.42363	0.0911361	2.54443e-05
10013	1	100	23	500	0.402556	0.386486	0.289737	0.0967489	0.0160706	0.660801	0.0364666	1.42487	0.079803	2.59172e-05
10014	1	100	21	500	0.402827	0.384194	0.284339	0.0998547	0.0186328	0.662615	0.0381885	1.4184	0.0806642	2.59629e-05
10015	1	100	24	500	0.396541	0.379657	0.287176	0.0924812	0.0168836	0.665484	0.0351541	1.41442	0.0761066	2.36869e-05
10016	1	100	23	500	0.390665	0.371876	0.289182	0.0826941	0.0187885	0.67072	0.0327295	1.40104	0.0673694	2.24891e-05
10017	1	100	23	500	0.392675	0.375303	0.286384	0.0889188	0.0173715	0.668725	0.0380527	1.408	0.0808784	2.30083e-05
10018	1	100	22	500	0.389225	0.375846	0.288679	0.0871679	0.0133788	0.667773	0.035075	1.41197	0.075699	2.3132e-05
10019	1	100	22	500	0.393523	0.373743	0.28794	0.0858024	0.0197805	0.669317	0.0318837	1.40327	0.0664078	2.4711e-05
