Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	
5001	1	100	51	500	0.225278	0.202198	0.166662	0.0355355	0.0230805	0.808374	0.0335869	1.1867	0.0365962
5002	1	100	58	500	0.217889	0.199186	0.163029	0.036157	0.0187031	0.810312	0.0323793	1.18469	0.0367432
5003	1	100	60	500	0.223325	0.198882	0.162963	0.0359189	0.024443	0.811696	0.034135	1.18315	0.0364608
5004	1	100	53	500	0.217033	0.199474	0.165087	0.0343866	0.0175587	0.810288	0.0320783	1.18701	0.0361045
5005	1	100	49	500	0.216155	0.198764	0.163745	0.0350191	0.0173907	0.810817	0.031532	1.18694	0.0341364
5006	1	100	41	500	0.218366	0.202132	0.166371	0.0357608	0.0162337	0.808276	0.0307709	1.19087	0.0329789
5007	1	100	48	500	0.223351	0.20341	0.167547	0.0358628	0.0199414	0.807352	0.0326013	1.1894	0.0339066
5008	1	100	52	500	0.219893	0.202554	0.169044	0.0335105	0.0173394	0.807744	0.0315099	1.18806	0.033184
5009	1	100	51	500	0.223777	0.204899	0.17127	0.0336287	0.0188784	0.805629	0.031527	1.18876	0.0335296
5010	1	100	51	500	0.230507	0.208436	0.17329	0.0351459	0.0220716	0.802975	0.0316166	1.19044	0.0350527
5011	1	100	49	500	0.104714	0.0865812	0.0504848	0.0360963	0.0181329	0.914406	0.0357175	1.06285	0.0298196
5012	1	100	55	500	0.106947	0.0886077	0.0516279	0.0369799	0.0183395	0.911206	0.0379416	1.06319	0.0318702
5013	1	100	55	500	0.110231	0.0901766	0.0507579	0.0394187	0.020054	0.910677	0.036263	1.06568	0.0327123
5014	1	100	46	500	0.10665	0.0880092	0.0509038	0.0371054	0.0186409	0.911946	0.0444844	1.0634	0.0448528
5015	1	100	55	500	0.111095	0.0926737	0.054341	0.0383327	0.0184218	0.908665	0.0334519	1.06787	0.0306454
5016	1	100	54	500	0.120317	0.0961426	0.0564074	0.0397352	0.0241746	0.905401	0.0364724	1.06743	0.0334913
5017	1	100	47	500	0.117871	0.0957715	0.0542918	0.0414797	0.0220997	0.905086	0.0369818	1.06809	0.0358747
5018	1	100	47	500	0.116208	0.0944978	0.053713	0.0407848	0.0217099	0.907141	0.0347322	1.069	0.0335511
5019	1	100	41	500	0.112536	0.0939357	0.0530799	0.0408558	0.0186004	0.907224	0.036555	1.06838	0.0345482
5020	1	100	46	500	0.118242	0.0958035	0.0546518	0.0411517	0.0224382	0.905471	0.0375837	1.06704	0.0339989
5021	1	100	53	500	0.125139	0.0956386	0.0547436	0.040895	0.0295	0.906423	0.0376999	1.06488	0.0354027
5022	1	100	54	500	0.116966	0.0934558	0.0541619	0.0392939	0.0235103	0.908232	0.0367698	1.06523	0.0335415
5023	1	100	47	500	0.117667	0.0939497	0.0564128	0.0375369	0.0237168	0.907847	0.0353161	1.06532	0.0311894
5024	1	100	42	500	0.113553	0.0930723	0.0566654	0.036407	0.020481	0.909361	0.0346399	1.06666	0.0298284
5025	1	100	49	500	0.122006	0.0941586	0.0557225	0.0384361	0.0278478	0.907674	0.0377334	1.06359	0.0349026
5026	1	100	42	500	0.122187	0.0923036	0.0522681	0.0400356	0.0298832	0.909653	0.0391158	1.0613	0.0350298
5027	1	100	45	500	0.121268	0.0929102	0.050738	0.0421722	0.0283575	0.90851	0.0379863	1.0637	0.0359755
5028	1	100	56	500	0.12779	0.0957842	0.0542264	0.0415579	0.0320054	0.905615	0.0376023	1.06408	0.0362409
5029	1	100	49	500	0.127701	0.0966216	0.0541325	0.0424891	0.0310796	0.904552	0.0388796	1.06578	0.0353589
5030	1	100	51	500	0.116229	0.0932948	0.0534804	0.0398145	0.022934	0.906808	0.0368963	1.06611	0.0350285
5031	1	100	49	500	0.122918	0.0955597	0.0530482	0.0425115	0.027358	0.905272	0.0382089	1.06635	0.0352222
5032	1	100	47	500	0.123884	0.0966804	0.0560635	0.0406169	0.0272036	0.902671	0.0371656	1.06667	0.0361195
5033	1	100	53	500	0.130178	0.0993419	0.0545129	0.044829	0.0308357	0.90326	0.0377123	1.06815	0.0351828
5034	1	100	42	500	0.126311	0.100053	0.0565059	0.0435467	0.026258	0.900452	0.0420845	1.06798	0.0440475
5035	1	100	43	500	0.119807	0.100275	0.0569901	0.0432848	0.0195318	0.898783	0.0382547	1.06922	0.0373851
5036	1	100	50	500	0.135723	0.104559	0.0604257	0.0441338	0.031164	0.898389	0.035589	1.07005	0.0350224
5037	1	100	48	500	0.131515	0.101437	0.0591134	0.0423234	0.0300786	0.901312	0.0368391	1.06817	0.0358827
5038	1	100	52	500	0.129766	0.101419	0.0598765	0.0415426	0.0283465	0.899196	0.0368538	1.06835	0.0370595
5039	1	100	54	500	0.133114	0.105804	0.0614001	0.0444038	0.0273098	0.896924	0.0367029	1.07158	0.0381626
5040	1	100	53	500	0.136565	0.105888	0.06207	0.0438182	0.030677	0.897107	0.0385046	1.06975	0.0370279
5041	1	100	48	500	0.131862	0.10508	0.0638536	0.0412262	0.0267819	0.896835	0.0369754	1.07102	0.0383103
5042	1	100	55	500	0.135015	0.108001	0.0659082	0.0420929	0.027014	0.89466	0.037264	1.0722	0.0387541
5043	1	100	52	500	0.138694	0.109518	0.0665045	0.0430138	0.0291753	0.892476	0.039146	1.07271	0.0379665
5044	1	100	44	500	0.136457	0.110328	0.0663981	0.0439303	0.0261289	0.891461	0.0386055	1.07392	0.0382998
5045	1	100	43	500	0.144457	0.112604	0.0661629	0.0464412	0.0318525	0.890073	0.0390384	1.07364	0.0400127
5046	1	100	46	500	0.137474	0.112838	0.0660545	0.0467839	0.0246357	0.889332	0.0400627	1.07756	0.0389493
5047	1	100	45	500	0.1432	0.116516	0.066465	0.050051	0.0266838	0.886839	0.0377509	1.08081	0.0400665
5048	1	100	49	500	0.142115	0.116554	0.0662825	0.0502713	0.0255614	0.886973	0.0379649	1.08299	0.0396807
5049	1	100	44	500	0.139535	0.11516	0.0648121	0.0503483	0.0243749	0.887542	0.0396615	1.08172	0.0423643
5050	1	100	51	500	0.143542	0.116496	0.0676436	0.0488527	0.0270456	0.887462	0.0377147	1.08155	0.0412775
5051	1	100	51	500	0.139788	0.114389	0.0676313	0.0467582	0.0253989	0.888142	0.0387053	1.07903	0.0411148
5052	1	100	47	500	0.14533	0.114559	0.0628337	0.0517252	0.0307714	0.888466	0.0406321	1.07971	0.0421643
5053	1	100	45	500	0.140954	0.114606	0.0622551	0.0523508	0.0263486	0.887931	0.0415736	1.08188	0.0445507
5054	1	100	53	500	0.144218	0.116437	0.0613214	0.0551153	0.0277814	0.886582	0.0413752	1.08335	0.0438876
5055	1	100	54	500	0.151213	0.119632	0.062224	0.0574077	0.0315811	0.884593	0.040384	1.08614	0.0459357
5056	1	100	53	500	0.14902	0.119054	0.0618571	0.0571965	0.0299664	0.883899	0.0418674	1.08483	0.0480809
5057	1	100	54	500	0.150577	0.116976	0.0572881	0.059688	0.0336006	0.887125	0.0431715	1.08455	0.0509534
5058	1	100	56	500	0.151352	0.117585	0.0585325	0.0590528	0.0337666	0.885991	0.0415378	1.08384	0.0466485
5059	1	100	52	500	0.156283	0.120243	0.0592326	0.0610099	0.0360408	0.883924	0.0426267	1.08639	0.0446894
5060	1	100	56	500	0.159939	0.122382	0.059725	0.062657	0.0375568	0.882215	0.0429562	1.08853	0.0481242
5061	1	100	58	500	0.16227	0.126971	0.0635058	0.0634653	0.0352989	0.877568	0.042771	1.09162	0.047017
5062	1	100	54	500	0.158864	0.127578	0.0627209	0.0648568	0.0312865	0.875939	0.0464667	1.09308	0.0512821
