Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	
5001	1	100	45	500	0.26214	0.247696	0.150978	0.0967182	0.014444	0.760528	0.0326191	1.24605	0.0504527
5002	1	100	36	500	0.274289	0.257107	0.154784	0.102323	0.0171818	0.754024	0.042881	1.25668	0.067187
5003	1	100	24	500	0.280045	0.25995	0.154165	0.105785	0.0200948	0.751615	0.0405246	1.25807	0.0596035
5004	1	100	21	500	0.279002	0.260458	0.151425	0.109033	0.0185445	0.750304	0.0433366	1.26044	0.0636887
5005	1	100	20	500	0.290924	0.273986	0.159291	0.114695	0.0169383	0.741597	0.0462273	1.27461	0.0686558
5006	1	100	17	500	0.287705	0.272001	0.162916	0.109085	0.0157042	0.743013	0.0514849	1.27272	0.0800007
5007	1	100	14	500	0.289431	0.274231	0.16425	0.109981	0.0152005	0.74176	0.0517901	1.27657	0.0787812
5008	1	100	11	500	0.283219	0.265171	0.160048	0.105122	0.0180487	0.746249	0.0443391	1.25788	0.0742135
5009	1	100	11	500	0.304279	0.285108	0.181623	0.103485	0.0191707	0.732161	0.0549198	1.28149	0.0884831
5010	1	100	12	500	0.315258	0.297413	0.193428	0.103985	0.0178453	0.722415	0.050621	1.3007	0.0793984
5011	1	100	12	500	0.318638	0.303134	0.201407	0.101727	0.0155038	0.717427	0.060644	1.30971	0.0941834
5012	1	100	13	500	0.315873	0.295206	0.187624	0.107582	0.0206671	0.723971	0.0540554	1.29642	0.0840901
5013	1	100	14	500	0.310397	0.28994	0.178123	0.111817	0.0204578	0.727052	0.0575373	1.28638	0.0841847
5014	1	100	11	500	0.302645	0.283768	0.179702	0.104066	0.0188763	0.7349	0.0536213	1.28419	0.0739664
5015	1	100	13	500	0.307531	0.287553	0.188539	0.0990145	0.0199773	0.729526	0.0555842	1.28338	0.075786
5016	1	100	14	500	0.308361	0.28482	0.192493	0.0923271	0.0235414	0.732605	0.0550488	1.27451	0.0707826
5017	1	100	9	500	0.32382	0.296154	0.189902	0.106252	0.0276664	0.724845	0.0629376	1.27829	0.0881835
5018	1	100	11	500	0.324657	0.29812	0.18732	0.110801	0.0265367	0.724076	0.0611865	1.28359	0.083777
5019	1	100	11	500	0.334718	0.303138	0.189396	0.113743	0.0315791	0.72074	0.0672653	1.28782	0.104234
5020	1	100	12	500	0.330476	0.293807	0.176379	0.117428	0.0366692	0.731025	0.0570191	1.27472	0.0887767
5021	1	100	12	500	0.339512	0.304914	0.195482	0.109432	0.0345978	0.716585	0.0554199	1.29144	0.0969112
5022	1	100	9	500	0.338854	0.306424	0.203576	0.102848	0.0324297	0.714352	0.0612834	1.29459	0.102555
5023	1	100	13	500	0.340793	0.308745	0.206128	0.102618	0.0320478	0.714191	0.0640289	1.29216	0.0886475
5024	1	100	14	500	0.348123	0.312886	0.200587	0.112299	0.0352372	0.712632	0.0520209	1.29864	0.0865718
5025	1	100	13	500	0.336147	0.306629	0.194234	0.112396	0.0295173	0.718406	0.0626374	1.29544	0.0962109
5026	1	100	13	500	0.337931	0.3068	0.194008	0.112792	0.0311314	0.717188	0.0650038	1.29401	0.103632
5027	1	100	12	500	0.356675	0.323511	0.21574	0.107771	0.033164	0.701156	0.0675887	1.30501	0.0832492
5028	1	100	11	500	0.375816	0.340764	0.242618	0.0981461	0.0350512	0.688169	0.0729683	1.32706	0.105367
5029	1	100	13	500	0.368931	0.333369	0.23085	0.10252	0.0355622	0.694311	0.069932	1.31933	0.108341
5030	1	100	11	500	0.4036	0.359199	0.263023	0.0961763	0.0444007	0.67457	0.0560749	1.34285	0.0973163
5031	1	100	10	500	0.37952	0.356973	0.268387	0.0885865	0.0225466	0.673976	0.062317	1.35876	0.0980432
5032	1	100	11	500	0.381137	0.359767	0.275252	0.0845152	0.0213702	0.672477	0.0632977	1.36086	0.0922185
5033	1	100	10	500	0.38166	0.361897	0.279496	0.0824016	0.0197621	0.668869	0.0747898	1.36177	0.104285
5034	1	100	10	500	0.392213	0.373286	0.297798	0.0754876	0.0189275	0.661964	0.0600401	1.38322	0.0846165
5035	1	100	12	500	0.385737	0.368483	0.292938	0.0755446	0.017254	0.666686	0.0640962	1.38421	0.0965743
5036	1	100	10	500	0.388096	0.370507	0.296784	0.0737228	0.0175892	0.664149	0.0627802	1.38294	0.0902333
5037	1	100	9	500	0.383861	0.365798	0.297588	0.0682105	0.0180622	0.666808	0.0635815	1.3742	0.091611
5038	1	100	9	500	0.382705	0.363783	0.295394	0.068389	0.0189219	0.66804	0.0599376	1.37269	0.0885973
5039	1	100	16	500	0.38751	0.366288	0.298261	0.068027	0.0212225	0.667009	0.0563812	1.37534	0.0895775
5040	1	100	13	500	0.383877	0.361061	0.293943	0.0671179	0.0228154	0.671415	0.0596063	1.36991	0.0906474
5041	1	100	8	500	0.394702	0.372071	0.308099	0.0639718	0.0226311	0.662969	0.0661394	1.37099	0.0949987
5042	1	100	8	500	0.182779	0.158733	0.100684	0.0580495	0.0240456	0.846471	0.0838129	1.12885	0.0745387
5043	1	100	8	500	0.201448	0.175791	0.122298	0.0534933	0.0256569	0.825212	0.0841667	1.13279	0.072482
5044	1	100	9	500	0.215181	0.187104	0.134914	0.05219	0.0280773	0.820356	0.0816208	1.13798	0.0810093
5045	1	100	10	500	0.23455	0.204632	0.156338	0.0482934	0.0299183	0.800486	0.0919878	1.12827	0.0721867
5046	1	100	10	500	0.220836	0.193979	0.146807	0.0471722	0.0268567	0.809319	0.0831889	1.14354	0.0688701
5047	1	100	12	500	0.214454	0.186884	0.135947	0.0509369	0.0275703	0.820144	0.0877647	1.14234	0.0760904
5048	1	100	10	500	0.221337	0.193742	0.147974	0.0457681	0.0275947	0.81076	0.0759631	1.15403	0.0684352
5049	1	100	13	500	0.22461	0.194501	0.14546	0.0490406	0.0301095	0.807086	0.0851627	1.13528	0.0702625
5050	1	100	9	500	0.202304	0.171972	0.115338	0.0566342	0.0303321	0.832985	0.0842753	1.13207	0.0752456
5051	1	100	12	500	0.195277	0.164346	0.105758	0.0585879	0.0309307	0.839048	0.0827848	1.12742	0.0676025
5052	1	100	9	500	0.191885	0.163416	0.106089	0.0573263	0.0284689	0.8404	0.0818216	1.1345	0.071756
5053	1	100	8	500	0.186952	0.159561	0.101448	0.0581133	0.0273902	0.842965	0.0817015	1.13022	0.0726537
5054	1	100	8	500	0.182794	0.15162	0.0899985	0.0616214	0.0311742	0.85347	0.08303	1.12063	0.0719591
5055	1	100	7	500	0.202341	0.173275	0.118839	0.0544362	0.0290656	0.828963	0.086808	1.13795	0.0753672
5056	1	100	11	500	0.232903	0.200373	0.156635	0.0437383	0.03253	0.803691	0.0698366	1.15688	0.0617385
5057	1	100	11	500	0.233087	0.19758	0.150593	0.0469871	0.0355065	0.806581	0.0771695	1.15077	0.0714847
5058	1	100	9	500	0.23409	0.19868	0.153685	0.0449951	0.0354104	0.805116	0.0786419	1.15739	0.0748241
5059	1	100	10	500	0.240138	0.203716	0.158739	0.0449777	0.0364213	0.801171	0.0691889	1.15209	0.0611533
5060	1	100	10	500	0.258056	0.22079	0.185193	0.0355965	0.0372663	0.783049	0.0677138	1.16024	0.0612237
5061	1	100	12	500	0.248649	0.214745	0.17756	0.0371852	0.0339041	0.790429	0.0696374	1.16381	0.0658991
5062	1	100	8	500	0.255677	0.219202	0.179531	0.0396703	0.0364749	0.786668	0.0727834	1.15017	0.0596906
5063	1	100	9	500	0.274311	0.235562	0.200588	0.0349735	0.0387492	0.771746	0.0741971	1.14588	0.0673963
5064	1	100	9	500	0.275962	0.237823	0.201845	0.0359787	0.0381387	0.772409	0.078029	1.1429	0.068954
5065	1	100	7	500	0.274622	0.237341	0.200764	0.0365777	0.0372804	0.775218	0.0820622	1.14437	0.0734292
5066	1	100	10	500	0.283086	0.245544	0.209551	0.0359931	0.0375419	0.762541	0.0832234	1.12688	0.0714173
5067	1	100	8	500	0.284281	0.247061	0.209696	0.037365	0.0372205	0.766935	0.084457	1.12872	0.070382
5068	1	100	8	500	0.300611	0.262468	0.231784	0.0306845	0.0381424	0.754118	0.0797103	1.13189	0.0740196
5069	1	100	10	500	0.313888	0.277693	0.257348	0.0203442	0.0361953	0.733498	0.0683542	1.12906	0.0745158
5070	1	100	9	500	0.30764	0.270595	0.247071	0.0235241	0.0370457	0.740154	0.0720859	1.13104	0.0737661
5071	1	100	9	500	0.330014	0.301062	0.286223	0.0148389	0.0289518	0.721939	0.0636186	1.12119	0.0756214
5072	1	100	8	500	0.32942	0.301169	0.284639	0.0165294	0.0282518	0.716327	0.0671344	1.10723	0.0730424
5073	1	100	10	500	0.319822	0.289894	0.268147	0.0217465	0.0299283	0.72922	0.0740746	1.11471	0.0738682
5074	1	100	9	500	0.325148	0.297792	0.276886	0.0209068	0.0273551	0.722731	0.0758976	1.10398	0.0704888
5075	1	100	10	500	0.320306	0.2909	0.263294	0.0276059	0.0294063	0.7302	0.0846312	1.09714	0.0672755
5076	1	100	10	500	0.328004	0.30436	0.28232	0.0220399	0.0236442	0.714939	0.0791704	1.08642	0.0643547
5077	1	100	10	500	0.324202	0.302145	0.277978	0.0241668	0.0220576	0.721225	0.0836595	1.08817	0.0641948
5078	1	100	10	500	0.337804	0.319026	0.304455	0.0145706	0.0187783	0.705347	0.0683509	1.08873	0.0661853
5079	1	100	14	500	0.341723	0.321101	0.30689	0.0142105	0.020622	0.703449	0.066827	1.088	0.0672335
5080	1	100	12	500	0.332576	0.305036	0.293173	0.0118633	0.02754	0.716456	0.0592568	1.12033	0.0776665
5081	1	100	9	500	0.336993	0.313896	0.304144	0.0097522	0.023097	0.708598	0.0582097	1.10983	0.0763342
5082	1	100	10	500	0.348371	0.326903	0.318994	0.00790883	0.0214683	0.69576	0.0534818	1.09377	0.0731896
5083	1	100	9	500	0.134181	0.112767	0.107413	0.00535345	0.0214138	0.889573	0.060168	0.889573	0.060168
5084	1	100	9	500	0.150011	0.121753	0.114689	0.00706445	0.0282578	0.880278	0.0572943	0.880278	0.0572943
5085	1	100	8	500	0.131016	0.107133	0.101122	0.00601151	0.023883	0.890302	0.0591891	0.890689	0.0591344
5086	1	100	7	500	0.118244	0.0990821	0.0942916	0.00479053	0.0191621	0.902491	0.0632648	0.902491	0.0632648
5087	1	100	10	500	0.101738	0.0722082	0.0648259	0.00738237	0.0295295	0.929246	0.0659538	0.929246	0.0659538
5088	1	100	12	500	0.109774	0.0741612	0.0652581	0.00890311	0.0356124	0.929667	0.0661354	0.929694	0.0660988
5089	1	100	9	500	0.113096	0.0809361	0.0728853	0.00805088	0.0321597	0.921182	0.0661083	0.921431	0.0663633
5090	1	100	9	500	0.133714	0.100274	0.0919139	0.00835997	0.0334399	0.898704	0.0710324	0.89897	0.0708642
5091	1	100	15	500	0.142946	0.0988174	0.0877851	0.0110322	0.0441289	0.905224	0.0679991	0.905318	0.0680319
5092	1	100	13	500	0.142679	0.100122	0.0894833	0.0106391	0.0425562	0.903367	0.0703303	0.903469	0.0703005
5093	1	100	12	500	0.159532	0.114563	0.103321	0.0112423	0.0449692	0.888823	0.0745115	0.888823	0.0745115
5094	1	100	12	500	0.146595	0.110542	0.101517	0.00902519	0.0360534	0.89342	0.0636814	0.89375	0.0634776
5095	1	100	13	500	0.143674	0.110253	0.101898	0.00835531	0.0334212	0.893472	0.0637739	0.893537	0.0637345
5096	1	100	7	500	0.15253	0.116799	0.107866	0.00893294	0.0357318	0.888832	0.0609474	0.888832	0.0609475
5097	1	100	7	500	0.160453	0.121801	0.112137	0.00966313	0.0386525	0.874657	0.0741654	0.874732	0.0741452
5098	1	100	13	500	0.163345	0.127935	0.119054	0.00888105	0.0354099	0.871747	0.0611706	0.871796	0.061157
5099	1	100	8	500	0.15815	0.124383	0.115914	0.00846851	0.0337668	0.878978	0.0566809	0.879134	0.056696
5100	1	100	10	500	0.165317	0.125102	0.114651	0.0104505	0.0402155	0.880463	0.0675412	0.88127	0.0673021
5101	1	100	8	500	0.161214	0.116123	0.104851	0.0112727	0.0450908	0.886798	0.0752573	0.886918	0.0752064
