Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	52	500	0.109375	0.0928121	0.0401726	0.0526395	0.0165633	0.908976	0.0405954	1.07012	0.0319279	3.82799e-05
10002	1	100	36	500	0.126078	0.104663	0.0514439	0.0532193	0.0214148	0.899244	0.0443729	1.07824	0.0355463	3.52296e-05
10003	1	100	29	500	0.120022	0.0978934	0.0382211	0.0596724	0.0221285	0.905244	0.0478187	1.07407	0.0404593	3.69201e-05
10004	1	100	25	500	0.127024	0.0959631	0.0348327	0.0611303	0.0310607	0.902893	0.0693197	1.06098	0.0740378	3.64306e-05
10005	1	100	22	500	0.130494	0.0892996	0.032964	0.0563356	0.0411947	0.909409	0.0804491	1.04393	0.079942	3.64876e-05
10006	1	100	21	500	0.12117	0.0930642	0.0351579	0.0579063	0.0281057	0.909945	0.0570517	1.06111	0.0466032	3.62278e-05
10007	1	100	18	500	0.128962	0.104767	0.0464435	0.0583235	0.0241953	0.898899	0.0529347	1.07423	0.0461974	3.64929e-05
10008	1	100	14	500	0.134433	0.109404	0.0468415	0.0625626	0.0250294	0.895764	0.0531518	1.0799	0.0444443	3.66237e-05
10009	1	100	14	500	0.17426	0.135689	0.0704213	0.0652674	0.0385709	0.867822	0.0734864	1.08099	0.0782206	3.60498e-05
10010	1	100	15	500	0.181486	0.15293	0.0807182	0.0722117	0.0285564	0.855262	0.0510046	1.1078	0.049368	3.48526e-05
10011	1	100	18	500	0.159576	0.147396	0.0744029	0.0729933	0.0121802	0.859482	0.045407	1.11614	0.0400474	3.49609e-05
10012	1	100	15	500	0.178347	0.162949	0.0831207	0.0798279	0.015398	0.844489	0.040753	1.13024	0.0397963	3.26645e-05
10013	1	100	17	500	0.196766	0.174926	0.0913323	0.0835941	0.0218402	0.834929	0.0421178	1.13139	0.0426525	3.20314e-05
10014	1	100	18	500	0.192467	0.177829	0.102374	0.0754555	0.0146383	0.83144	0.0377585	1.1401	0.0383783	2.88774e-05
10015	1	100	21	500	0.193369	0.179853	0.110366	0.0694867	0.0135164	0.830469	0.0363833	1.14191	0.0333015	2.96906e-05
10016	1	100	20	500	0.190974	0.17912	0.108654	0.0704661	0.0118542	0.831792	0.0426116	1.14617	0.0330142	2.78061e-05
10017	1	100	19	500	0.195426	0.183025	0.115053	0.0679715	0.0124012	0.827649	0.0430605	1.14678	0.0347586	2.63122e-05
10018	1	100	21	500	0.185705	0.173596	0.0933112	0.0802845	0.0121093	0.83549	0.0446153	1.14064	0.0388923	2.9679e-05
