Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	49	500	0.246544	0.236519	0.204338	0.032181	0.0100247	0.778627	0.0291192	1.24493	0.0392721	1.98322e-05
10002	1	100	33	500	0.237239	0.231888	0.198865	0.0330235	0.0053512	0.782815	0.0281652	1.24367	0.0398116	2.00493e-05
10003	1	100	20	500	0.230424	0.227853	0.200305	0.027548	0.00257047	0.786096	0.025881	1.24007	0.0335183	1.94114e-05
10004	1	100	24	500	0.108609	0.105688	0.0833503	0.0223373	0.00292093	0.89469	0.0275056	1.10382	0.0300275	1.98566e-05
10005	1	100	14	500	0.110375	0.108544	0.0828814	0.0256628	0.00183038	0.892353	0.0304301	1.10826	0.0331766	1.98559e-05
10006	1	100	15	500	0.105113	0.103413	0.0776846	0.0257287	0.00169949	0.897875	0.034805	1.10326	0.0375434	2.207e-05
10007	1	100	14	500	0.104363	0.101857	0.0733714	0.0284851	0.00250649	0.898798	0.0356416	1.10201	0.0387879	2.35997e-05
10008	1	100	16	500	0.116273	0.112283	0.0845531	0.0277297	0.00399025	0.889147	0.0362583	1.11009	0.0394531	2.40791e-05
10009	1	100	13	500	0.113425	0.106835	0.0796281	0.0272066	0.00659049	0.89413	0.0372747	1.10434	0.0403533	2.46099e-05
10010	1	100	17	500	0.124973	0.117083	0.0831418	0.0339411	0.00789025	0.8852	0.041533	1.1124	0.0430168	2.51499e-05
10011	1	100	19	500	0.123575	0.113784	0.0824117	0.0313724	0.00979088	0.888579	0.0404044	1.10845	0.040527	2.53787e-05
10012	1	100	15	500	0.123472	0.111524	0.0773282	0.0341953	0.0119488	0.890904	0.0396634	1.10525	0.0429171	2.47975e-05
10013	1	100	12	500	0.118354	0.112827	0.0875836	0.0252436	0.00552676	0.889009	0.0300929	1.11023	0.0327127	2.38304e-05
10014	1	100	11	500	0.111536	0.108912	0.0826721	0.0262402	0.00262387	0.89225	0.0368637	1.1075	0.0382432	2.48107e-05
10015	1	100	13	500	0.12248	0.118571	0.0923178	0.0262533	0.0039089	0.883377	0.03365	1.11687	0.0375168	2.50046e-05
10016	1	100	12	500	0.117766	0.113923	0.0860864	0.0278361	0.00384309	0.887849	0.0341622	1.11183	0.0370453	2.55062e-05
10017	1	100	13	500	0.113813	0.111372	0.0875145	0.0238571	0.00244191	0.890245	0.0310445	1.11053	0.0344266	2.42797e-05
10018	1	100	14	500	0.107276	0.105321	0.0929006	0.0124202	0.00195492	0.894775	0.0240141	1.10398	0.0263626	1.98117e-05
10019	1	100	16	500	0.105456	0.103559	0.0971756	0.00638373	0.00189667	0.895892	0.0163452	1.10282	0.0180951	1.90769e-05
10020	1	100	14	500	0.110455	0.108476	0.101889	0.00658688	0.0019791	0.892053	0.0178504	1.10728	0.0204298	1.85157e-05
10021	1	100	14	500	0.113945	0.111315	0.103033	0.0082816	0.00263041	0.889233	0.0220516	1.11018	0.024712	1.73875e-05
10022	1	100	14	500	0.11674	0.112431	0.102439	0.00999188	0.00430925	0.888501	0.0215079	1.11017	0.0251483	1.77321e-05
10023	1	100	11	500	0.111576	0.10931	0.100364	0.00894559	0.00226591	0.89114	0.021461	1.10774	0.0238464	1.86415e-05
10024	1	100	13	500	0.110365	0.105995	0.0984253	0.00756997	0.0043694	0.894352	0.0190631	1.10254	0.0202938	2.20073e-05
10025	1	100	12	500	0.114737	0.105237	0.0950195	0.0102177	0.00949965	0.894878	0.0229362	1.09815	0.0240846	2.37176e-05
10026	1	100	11	500	0.110235	0.105938	0.101537	0.00440062	0.0042969	0.894185	0.0160604	1.10259	0.0164737	1.93819e-05
10027	1	100	9	500	0.109009	0.105017	0.101227	0.00379058	0.00399166	0.895197	0.0127269	1.10174	0.0124867	1.98966e-05
10028	1	100	10	500	0.111998	0.106983	0.104469	0.00251408	0.00501505	0.892769	0.0120438	1.10256	0.013128	1.92364e-05
10029	1	100	10	500	0.112762	0.108002	0.104078	0.00392427	0.00475991	0.892144	0.0122164	1.10294	0.0125771	2.23569e-05
10030	1	100	8	500	0.107291	0.104498	0.100564	0.00393335	0.00279298	0.895871	0.0131255	1.10175	0.0129972	2.20683e-05
10031	1	100	10	500	0.110474	0.107366	0.106037	0.00132901	0.00310855	0.892631	0.00557154	1.10435	0.00575871	1.88594e-05
10032	1	100	10	500	0.00719104	0.00216834	0.000848152	0.00132018	0.00502271	0.9978	0.00503198	0.998007	0.00503659	1.91334e-05
10033	1	100	11	500	0.00964237	0.00318327	0.0015685	0.00161477	0.0064591	0.997314	0.00382391	0.997314	0.00382391	2.18795e-05
