Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	62	500	0.298631	0.270884	0.15503	0.115854	0.027747	0.750751	0.0483855	1.2612	0.0772528	3.20671e-05
10002	1	100	52	500	0.298243	0.271674	0.158533	0.113141	0.0265689	0.752472	0.0466007	1.26646	0.068788	3.18825e-05
10003	1	100	50	500	0.309413	0.275972	0.161544	0.114428	0.0334415	0.750537	0.0447973	1.26883	0.062228	3.14739e-05
10004	1	100	45	500	0.305278	0.267557	0.165691	0.101865	0.0377216	0.757542	0.0401656	1.25718	0.0649291	3.08811e-05
10005	1	100	40	500	0.318329	0.265141	0.156673	0.108468	0.0531878	0.760483	0.0411252	1.24409	0.0654422	3.19467e-05
10006	1	100	36	500	0.309981	0.251867	0.144076	0.107791	0.0581134	0.771185	0.0402892	1.22495	0.0621819	3.27873e-05
10007	1	100	36	500	0.30214	0.244475	0.136267	0.108208	0.0576654	0.776754	0.0375983	1.21547	0.0579353	3.27497e-05
10008	1	100	35	500	0.311411	0.246885	0.139377	0.107507	0.0645259	0.766189	0.0881283	1.19867	0.136733	3.30079e-05
10009	1	100	36	500	0.326587	0.254159	0.148639	0.10552	0.0724282	0.770871	0.0355255	1.21493	0.0593977	3.28839e-05
10010	1	100	38	500	0.330124	0.253796	0.141337	0.112459	0.0763279	0.771067	0.036291	1.2065	0.0544896	3.31538e-05
10011	1	100	34	500	0.334855	0.257128	0.147529	0.109599	0.0777268	0.768423	0.035367	1.20786	0.0579951	3.25395e-05
10012	1	100	34	500	0.347246	0.260293	0.140161	0.120131	0.0869536	0.768614	0.0432666	1.20231	0.0569731	3.28902e-05
10013	1	100	29	500	0.365671	0.267117	0.1376	0.129517	0.0985536	0.761747	0.0818933	1.18701	0.131641	3.3321e-05
10014	1	100	29	500	0.357938	0.26444	0.13895	0.125489	0.0934978	0.768316	0.0436489	1.19778	0.059671	3.31754e-05
10015	1	100	32	500	0.302809	0.246438	0.139776	0.106662	0.0563708	0.777215	0.0347559	1.21417	0.0509534	3.26237e-05
10016	1	100	27	500	0.315479	0.244397	0.122851	0.121546	0.0710821	0.781484	0.0457095	1.19449	0.0515861	3.37162e-05
10017	1	100	26	500	0.321107	0.246642	0.124485	0.122156	0.0744649	0.781625	0.0430043	1.19712	0.0580306	3.36229e-05
