Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	49	500	0.103243	0.0879031	0.0342124	0.0536907	0.0153398	0.911752	0.035926	1.07639	0.0405627	3.66986e-05
10002	1	100	34	500	0.0883694	0.0765986	0.0243209	0.0522777	0.0117707	0.925383	0.0395728	1.07044	0.0425109	3.7485e-05
10003	1	100	26	500	0.0837494	0.0714932	0.0191907	0.0523025	0.0122562	0.930241	0.0398022	1.0648	0.0429932	3.96677e-05
10004	1	100	28	500	0.0827141	0.0674289	0.018008	0.0494209	0.0152852	0.934496	0.0404974	1.05848	0.0439477	3.95456e-05
10005	1	100	25	500	0.084971	0.0643823	0.0164438	0.0479386	0.0205886	0.938006	0.0366693	1.05135	0.0380985	4.01139e-05
10006	1	100	20	500	0.0739426	0.0544574	0.0121457	0.0423117	0.0194852	0.947626	0.0375146	1.04256	0.0399612	4.02567e-05
10007	1	100	20	500	0.0741808	0.0554947	0.0128497	0.042645	0.0186861	0.946652	0.0346967	1.04374	0.0362783	3.98423e-05
10008	1	100	21	500	0.0666909	0.0527328	0.0117109	0.0410219	0.0139581	0.948857	0.0370996	1.04435	0.0371427	3.98318e-05
10009	1	100	19	500	0.0681384	0.0526726	0.0115865	0.0410861	0.0154659	0.947201	0.0401115	1.04139	0.033801	3.97983e-05
10010	1	100	19	500	0.0741082	0.0523965	0.0111227	0.0412738	0.0217117	0.949131	0.0397241	1.03978	0.0380916	3.93621e-05
10011	1	100	19	500	0.0705844	0.0451284	0.00827938	0.036849	0.025456	0.956156	0.041542	1.03021	0.0309023	3.80315e-05
10012	1	100	21	500	0.0921064	0.0540664	0.0114942	0.0425722	0.03804	0.94869	0.053449	1.0309	0.0385376	3.86713e-05
10013	1	100	21	500	0.106414	0.0603197	0.0161433	0.0441764	0.0460941	0.944003	0.0506787	1.03106	0.0385201	3.74048e-05
10014	1	100	19	500	0.105837	0.0585155	0.0148311	0.0436844	0.0473219	0.939885	0.0900262	1.02087	0.0859317	3.7953e-05
10015	1	100	18	500	0.114957	0.065574	0.0196437	0.0459303	0.0493832	0.938596	0.0524767	1.03352	0.0365181	3.74399e-05
10016	1	100	18	500	0.112945	0.0656678	0.0199215	0.0457463	0.0472769	0.938785	0.0516789	1.0361	0.0448746	3.79598e-05
10017	1	100	17	500	0.0972728	0.0603365	0.015098	0.0452385	0.0369364	0.941975	0.0513374	1.03708	0.0433404	3.89428e-05
10018	1	100	14	500	0.0762578	0.0566724	0.0165753	0.0400971	0.0195854	0.944001	0.0472189	1.04265	0.0423942	3.77514e-05
10019	1	100	14	500	0.0871647	0.065553	0.0210865	0.0444665	0.0216117	0.93575	0.0402016	1.05024	0.0328871	3.78713e-05
10020	1	100	17	500	0.101153	0.0689729	0.0225357	0.0464372	0.0321798	0.932424	0.0549297	1.0454	0.0417394	3.80287e-05
10021	1	100	16	500	0.106839	0.0673895	0.0234927	0.0438969	0.0394496	0.935331	0.0542133	1.04047	0.0405189	3.72582e-05
10022	1	100	22	500	0.127249	0.0795899	0.0284475	0.0511423	0.0476595	0.924334	0.0581443	1.04612	0.0393011	3.70177e-05
10023	1	100	17	500	0.117069	0.0793758	0.0274416	0.0519342	0.0376934	0.923323	0.0507845	1.05418	0.0449697	3.84551e-05
10024	1	100	15	500	0.102501	0.0779001	0.0295671	0.048333	0.0246008	0.9255	0.0388194	1.06147	0.0359252	3.77827e-05
10025	1	100	15	500	0.0979867	0.0770361	0.0300231	0.0470129	0.0209506	0.923961	0.0498185	1.05937	0.0431822	3.66701e-05
10026	1	100	16	500	0.103003	0.07379	0.0253325	0.0484575	0.0292125	0.925755	0.0531514	1.04809	0.0430227	3.85974e-05
10027	1	100	16	500	0.107983	0.0719194	0.021627	0.0502923	0.0360638	0.931399	0.047319	1.0481	0.0428456	3.86073e-05
