Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	50	500	0.397677	0.385887	0.279478	0.10641	0.0117897	0.652072	0.0802207	1.38406	0.132216	2.10577e-05
10002	1	100	34	500	0.397617	0.383741	0.277779	0.105962	0.0138762	0.654758	0.0837439	1.38224	0.137742	2.05476e-05
10003	1	100	31	500	0.377193	0.36219	0.254294	0.107895	0.0150037	0.671702	0.0877065	1.35608	0.136001	2.00445e-05
10004	1	100	25	500	0.392263	0.350105	0.246405	0.1037	0.0421581	0.681315	0.0821781	1.32422	0.135946	1.96334e-05
10005	1	100	21	500	0.330015	0.323135	0.23146	0.0916747	0.00688029	0.701875	0.0758633	1.31733	0.119714	1.98791e-05
10006	1	100	20	500	0.326624	0.319705	0.240551	0.079154	0.00691911	0.703568	0.0747034	1.30999	0.113588	1.84437e-05
10007	1	100	21	500	0.335353	0.326678	0.254645	0.0720324	0.00867493	0.697113	0.0765503	1.31492	0.122073	1.79861e-05
10008	1	100	19	500	0.335696	0.328226	0.243032	0.0851944	0.00746975	0.697165	0.0802365	1.32107	0.126969	1.90955e-05
10009	1	100	22	500	0.337681	0.330228	0.24058	0.089648	0.00745271	0.69578	0.0805101	1.324	0.124344	1.90909e-05
10010	1	100	21	500	0.326197	0.318524	0.239459	0.0790657	0.00767265	0.704547	0.0796338	1.30883	0.126017	1.888e-05
10011	1	100	21	500	0.313029	0.305553	0.230134	0.0754192	0.00747599	0.714823	0.0701442	1.29381	0.108881	1.91186e-05
10012	1	100	23	500	0.356581	0.34655	0.254164	0.0923858	0.0100306	0.683764	0.077152	1.33997	0.124414	1.95688e-05
10013	1	100	18	500	0.363619	0.353089	0.268373	0.0847155	0.0105304	0.67737	0.086891	1.34252	0.135372	1.84819e-05
10014	1	100	18	500	0.37734	0.36804	0.280115	0.0879252	0.0093001	0.666285	0.0739394	1.36545	0.123218	1.83723e-05
10015	1	100	20	500	0.361107	0.353161	0.261402	0.0917591	0.00794586	0.678751	0.091728	1.35037	0.148229	1.91236e-05
10016	1	100	17	500	0.35093	0.345173	0.257169	0.0880042	0.0057563	0.684291	0.0917482	1.3418	0.150411	1.84147e-05
10017	1	100	12	500	0.378842	0.371323	0.27386	0.0974633	0.00751848	0.664809	0.0842694	1.37321	0.139842	1.84123e-05
10018	1	100	14	500	0.411839	0.405304	0.289209	0.116095	0.00653438	0.64087	0.100475	1.41943	0.161566	1.89981e-05
10019	1	100	19	500	0.421722	0.410694	0.308986	0.101709	0.0110281	0.63591	0.101279	1.41913	0.17105	1.89573e-05
10020	1	100	15	500	0.437231	0.426448	0.324076	0.102372	0.0107829	0.62479	0.106568	1.43982	0.184997	1.78365e-05
10021	1	100	16	500	0.439303	0.425463	0.319863	0.1056	0.0138406	0.625647	0.100427	1.43534	0.166344	1.80386e-05
