Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	
5076	1	100	9	500	0.0674246	0.0557521	0.0372192	0.0185328	0.0116726	0.946089	0.0369238	1.0227	0.0124042
5077	1	100	10	500	0.0642422	0.0529195	0.0341825	0.018737	0.0113227	0.948495	0.0360295	1.02196	0.0108918
5078	1	100	8	500	0.0609693	0.0487855	0.0295313	0.0192542	0.0121838	0.952375	0.0371937	1.02067	0.012118
5079	1	100	10	500	0.0700836	0.0575663	0.038929	0.0186373	0.0125173	0.943771	0.0378841	1.02204	0.0116211
5080	1	100	10	500	0.0634637	0.0522427	0.0335058	0.0187369	0.0112209	0.949749	0.0344962	1.02343	0.0139673
5081	1	100	12	500	0.0644946	0.0526024	0.03276	0.0198424	0.0118922	0.94946	0.0349667	1.02298	0.0109412
5082	1	100	13	500	0.0718656	0.0590383	0.0398411	0.0191973	0.0128272	0.942535	0.0390525	1.02241	0.0162549
5083	1	100	10	500	0.0680224	0.056168	0.0376439	0.0185241	0.0118544	0.94438	0.0390303	1.02132	0.0122154
5084	1	100	12	500	0.0594471	0.0476885	0.028229	0.0194596	0.0117585	0.954003	0.0320219	1.02352	0.0125076
5085	1	100	9	500	0.0617923	0.0496095	0.0304611	0.0191484	0.0121828	0.950981	0.0376122	1.02161	0.0155578
5086	1	100	10	500	0.0591335	0.0483059	0.0292082	0.0190976	0.0108277	0.952512	0.0358176	1.02196	0.0136199
5087	1	100	10	500	0.0565421	0.0460403	0.0270067	0.0190336	0.0105018	0.955031	0.0332047	1.0217	0.0149149
5088	1	100	7	500	0.0398942	0.0313112	0.0141138	0.0171974	0.00858301	0.969007	0.0309552	1.01549	0.0143297
5089	1	100	7	500	0.0325625	0.0244473	0.00957334	0.014874	0.00811517	0.975683	0.028456	1.01039	0.0173986
5090	1	100	11	500	0.0342364	0.025412	0.0104209	0.0149911	0.00882439	0.975975	0.0268821	1.01044	0.0167175
5091	1	100	9	500	0.0283451	0.0199415	0.00710458	0.0128369	0.0084036	0.980558	0.0228104	1.00738	0.0164307
5092	1	100	9	500	0.0303838	0.0209405	0.00803562	0.0129049	0.0094433	0.979314	0.0258881	1.00535	0.0156236
5093	1	100	11	500	0.031693	0.0223538	0.00854785	0.0138059	0.00933924	0.978731	0.0245541	1.00807	0.0160888
5094	1	100	10	500	0.0226224	0.0137577	0.00465942	0.00909824	0.00886475	0.985316	0.0245346	1.00062	0.0126747
5095	1	100	13	500	0.0257316	0.0170566	0.00644223	0.0106143	0.008675	0.983722	0.0202016	1.00343	0.0143839
5096	1	100	13	500	0.0283477	0.0166706	0.00598429	0.0106863	0.0116771	0.98331	0.0209012	1.00135	0.0170483
5097	1	100	13	500	0.0298498	0.0177845	0.00578924	0.0119953	0.0120653	0.982904	0.0226586	1.00411	0.0135503
5098	1	100	13	500	0.0246958	0.0142388	0.00408337	0.0101554	0.010457	0.985266	0.0228347	1.00239	0.014786
5099	1	100	10	500	0.0251821	0.0183543	0.0061421	0.0122122	0.00682774	0.982305	0.02701	1.00831	0.0137361
5100	1	100	8	500	0.0294303	0.0220826	0.00825745	0.0138252	0.00734769	0.978386	0.0298142	1.0095	0.0133454
5101	1	100	9	500	0.0239266	0.0173479	0.00539375	0.0119541	0.00657869	0.982552	0.0257784	1.0079	0.016425
