Generation: 10001, Heterozygosity: 2.9876e-05

Generation: 10002, Heterozygosity: 2.93149e-05

Generation: 10003, Heterozygosity: 3.03356e-05

Generation: 10004, Heterozygosity: 2.93262e-05

Generation: 10005, Heterozygosity: 2.68908e-05

Generation: 10006, Heterozygosity: 2.71937e-05

Generation: 10007, Heterozygosity: 2.59701e-05

Generation: 10008, Heterozygosity: 2.29284e-05

Generation: 10009, Heterozygosity: 1.96395e-05

Generation: 10010, Heterozygosity: 2.02075e-05

Generation: 10011, Heterozygosity: 2.0676e-05

Generation: 10012, Heterozygosity: 2.17978e-05

Generation: 10013, Heterozygosity: 2.16148e-05

Generation: 10014, Heterozygosity: 2.10574e-05

Generation: 10015, Heterozygosity: 2.28079e-05

Generation: 10016, Heterozygosity: 2.31452e-05

Generation: 10017, Heterozygosity: 2.5666e-05

Generation: 10018, Heterozygosity: 2.66578e-05

Generation: 10019, Heterozygosity: 2.79611e-05

Generation: 10020, Heterozygosity: 2.73644e-05

Generation: 10021, Heterozygosity: 2.80755e-05

Generation: 10022, Heterozygosity: 2.97156e-05

Generation: 10023, Heterozygosity: 2.99563e-05

Generation: 10024, Heterozygosity: 2.9303e-05

Generation: 10025, Heterozygosity: 2.99374e-05

Generation: 10026, Heterozygosity: 3.00225e-05

Generation: 10027, Heterozygosity: 3.18952e-05

Generation: 10028, Heterozygosity: 3.17663e-05

Generation: 10029, Heterozygosity: 3.15319e-05

Generation: 10030, Heterozygosity: 3.10415e-05

Generation: 10031, Heterozygosity: 3.1483e-05

Generation: 10032, Heterozygosity: 3.16709e-05

Generation: 10033, Heterozygosity: 3.18867e-05

Generation: 10034, Heterozygosity: 3.22838e-05

Generation: 10035, Heterozygosity: 2.9753e-05

Generation: 10036, Heterozygosity: 3.00032e-05

Generation: 10037, Heterozygosity: 2.95001e-05

Generation: 10038, Heterozygosity: 2.91321e-05

Generation: 10039, Heterozygosity: 3.15616e-05

Generation: 10040, Heterozygosity: 3.10936e-05

Generation: 10041, Heterozygosity: 2.83551e-05

Generation: 10042, Heterozygosity: 2.90313e-05

Generation: 10043, Heterozygosity: 3.02586e-05

Generation: 10044, Heterozygosity: 3.03712e-05

Generation: 10045, Heterozygosity: 3.01851e-05

Generation: 10046, Heterozygosity: 3.04499e-05

Generation: 10047, Heterozygosity: 3.21917e-05

Generation: 10048, Heterozygosity: 3.01679e-05

Generation: 10049, Heterozygosity: 2.9654e-05

Generation: 10050, Heterozygosity: 3.08075e-05

Generation: 10051, Heterozygosity: 3.07995e-05

Generation: 10052, Heterozygosity: 3.03519e-05

Generation: 10053, Heterozygosity: 2.99286e-05

Generation: 10054, Heterozygosity: 3.00517e-05

Generation: 10055, Heterozygosity: 3.0519e-05

Generation: 10056, Heterozygosity: 3.08514e-05

Generation: 10057, Heterozygosity: 3.1142e-05

Generation: 10058, Heterozygosity: 3.13745e-05

Generation: 10059, Heterozygosity: 3.14512e-05

Generation: 10060, Heterozygosity: 3.15115e-05

Generation: 10061, Heterozygosity: 2.907e-05

Generation: 10062, Heterozygosity: 2.59463e-05

Generation: 10063, Heterozygosity: 2.81668e-05

Generation: 10064, Heterozygosity: 3.00615e-05

Generation: 10065, Heterozygosity: 2.75075e-05

Generation: 10066, Heterozygosity: 2.81637e-05

Generation: 10067, Heterozygosity: 2.7065e-05

Generation: 10068, Heterozygosity: 2.73128e-05

Generation: 10069, Heterozygosity: 2.27944e-05

Generation: 10070, Heterozygosity: 2.25373e-05

Generation: 10071, Heterozygosity: 1.87376e-05

Generation: 10072, Heterozygosity: 1.78193e-05

Generation: 10073, Heterozygosity: 1.95237e-05

Generation: 10074, Heterozygosity: 2.45059e-05

Generation: 10075, Heterozygosity: 2.35653e-05

Generation: 10076, Heterozygosity: 2.11616e-05

Generation: 10077, Heterozygosity: 1.92822e-05

Generation: 10078, Heterozygosity: 1.71428e-05

Generation: 10079, Heterozygosity: 1.53057e-05

Generation: 10080, Heterozygosity: 1.06312e-05

Generation: 10081, Heterozygosity: 1.05224e-05

Generation: 10082, Heterozygosity: 1.06503e-05

Generation: 10083, Heterozygosity: 1.11694e-05

Generation: 10084, Heterozygosity: 1.29959e-05

Generation: 10085, Heterozygosity: 1.48894e-05

Generation: 10086, Heterozygosity: 1.45776e-05

Generation: 10087, Heterozygosity: 1.18564e-05

Generation: 10088, Heterozygosity: 1.25694e-05

Generation: 10089, Heterozygosity: 1.36046e-05

Generation: 10090, Heterozygosity: 1.44641e-05

Generation: 10091, Heterozygosity: 1.62421e-05

Generation: 10092, Heterozygosity: 1.55967e-05

Generation: 10093, Heterozygosity: 1.78005e-05

Generation: 10094, Heterozygosity: 1.27754e-05

Generation: 10095, Heterozygosity: 1.25332e-05

Generation: 10096, Heterozygosity: 1.40976e-05

Generation: 10097, Heterozygosity: 1.29304e-05

Generation: 10098, Heterozygosity: 1.38063e-05

Generation: 10099, Heterozygosity: 1.36598e-05

Generation: 10100, Heterozygosity: 1.49928e-05

Generation: 10101, Heterozygosity: 1.51973e-05

