Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	51	500	0.175422	0.152571	0.0783535	0.0742172	0.0228517	0.853922	0.0543002	1.14359	0.0691398	2.32823e-05
10002	1	100	34	500	0.162862	0.147019	0.076458	0.0705611	0.0158426	0.860078	0.0567609	1.14134	0.0695761	2.33766e-05
10003	1	100	27	500	0.160303	0.141345	0.0748386	0.0665063	0.0189583	0.864215	0.0446694	1.13301	0.0596307	2.33583e-05
10004	1	100	23	500	0.156312	0.139894	0.0764644	0.06343	0.0164176	0.866513	0.0487526	1.13373	0.0606984	2.24144e-05
10005	1	100	24	500	0.148507	0.136102	0.0740333	0.0620684	0.0124051	0.869432	0.0525195	1.1324	0.0646912	2.28418e-05
10006	1	100	20	500	0.16406	0.151829	0.0833747	0.0684538	0.0122316	0.855035	0.0532128	1.15018	0.0666964	2.14301e-05
10007	1	100	19	500	0.16746	0.153251	0.0864307	0.0668207	0.0142087	0.854038	0.0529852	1.14993	0.0689375	1.99272e-05
10008	1	100	21	500	0.160058	0.147353	0.0835412	0.0638118	0.0127048	0.859594	0.0402155	1.14464	0.0526435	2.08384e-05
10009	1	100	21	500	0.152499	0.140028	0.0817896	0.0582387	0.0124709	0.865838	0.0452484	1.13692	0.0551657	2.05649e-05
10010	1	100	21	500	0.141585	0.13537	0.0791195	0.0562501	0.00621508	0.869507	0.0417945	1.13496	0.04932	2.03592e-05
10011	1	100	23	500	0.136785	0.131876	0.078416	0.0534603	0.00490828	0.872801	0.0488378	1.13229	0.0599521	2.07769e-05
10012	1	100	18	500	0.0757003	0.0687226	0.0108502	0.0578724	0.0069777	0.932461	0.0478467	1.06426	0.0518285	2.02557e-05
10013	1	100	18	500	0.0717435	0.0652499	0.00985698	0.0553929	0.00649358	0.935715	0.0459231	1.0611	0.0484986	2.06235e-05
10014	1	100	18	500	0.0806261	0.0754984	0.0135746	0.0619238	0.00512765	0.925311	0.0497945	1.07269	0.0536238	2.02319e-05
10015	1	100	16	500	0.0798373	0.0738217	0.0126312	0.0611905	0.0060156	0.927379	0.0497039	1.07084	0.0521169	2.05422e-05
10016	1	100	15	500	0.0738885	0.066653	0.0100647	0.0565883	0.00723548	0.934115	0.0496556	1.06213	0.0526029	2.09523e-05
10017	1	100	17	500	0.0690693	0.0629475	0.00863338	0.0543141	0.00612182	0.937476	0.0436373	1.05812	0.0449311	2.09101e-05
10018	1	100	15	500	0.0710916	0.062011	0.00887145	0.0531396	0.0090806	0.939226	0.0437012	1.05549	0.0466599	2.19165e-05
10019	1	100	18	500	0.0700789	0.0612571	0.00865583	0.0526012	0.00882187	0.939608	0.0505178	1.05418	0.0527246	2.25625e-05
10020	1	100	15	500	0.0676421	0.0572288	0.00802122	0.0492075	0.0104133	0.944222	0.0448033	1.04988	0.0450667	2.26362e-05
10021	1	100	15	500	0.0529616	0.0450615	0.00610347	0.038958	0.00790014	0.955738	0.0412923	1.03929	0.042219	2.16349e-05
10022	1	100	16	500	0.0493678	0.0420765	0.00578564	0.0362909	0.00729127	0.958344	0.0367888	1.03665	0.0365716	2.14754e-05
10023	1	100	20	500	0.0559068	0.0466531	0.0070003	0.0396528	0.00925365	0.953056	0.0328708	1.03851	0.0305374	2.18952e-05
10024	1	100	18	500	0.0598332	0.0511042	0.00765201	0.0434522	0.008729	0.949443	0.0417134	1.04466	0.0412578	2.21002e-05
10025	1	100	17	500	0.0672628	0.057954	0.0088765	0.0490775	0.00930876	0.943324	0.0412701	1.05057	0.0428721	2.33125e-05
10026	1	100	17	500	0.0707317	0.0597384	0.0100965	0.049642	0.0109932	0.941992	0.0361877	1.05126	0.0380453	2.34451e-05
10027	1	100	16	500	0.0746349	0.060862	0.0102135	0.0506485	0.0137729	0.940099	0.0406583	1.04988	0.0422875	2.37216e-05
