Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	Heterozygosity	
10001	1	100	60	500	0.196339	0.1864	0.0894923	0.0969079	0.00993842	0.825108	0.0437213	1.19258	0.058886	3.79743e-05
10002	1	100	39	500	0.20812	0.194284	0.0914293	0.102855	0.0138354	0.819327	0.0381293	1.19981	0.0530143	3.90992e-05
10003	1	100	39	500	0.205661	0.193082	0.0903717	0.10271	0.0125796	0.819073	0.041888	1.19715	0.0564399	3.93748e-05
10004	1	100	36	500	0.209598	0.191031	0.0916817	0.0993488	0.0185673	0.82219	0.0376693	1.19223	0.0536103	3.88045e-05
10005	1	100	34	500	0.214747	0.194127	0.098473	0.0956544	0.0206194	0.817197	0.0407252	1.19076	0.0568661	3.80194e-05
10006	1	100	34	500	0.211763	0.191766	0.0975154	0.0942503	0.0199975	0.821866	0.0386032	1.19234	0.051654	3.75657e-05
10007	1	100	31	500	0.20811	0.187287	0.0959109	0.0913765	0.0208226	0.825535	0.0392603	1.1862	0.0523972	3.80594e-05
10008	1	100	33	500	0.21716	0.189251	0.097844	0.0914067	0.0279095	0.824037	0.0375742	1.1837	0.0521011	3.75798e-05
10009	1	100	32	500	0.231336	0.193686	0.105075	0.0886116	0.0376497	0.819257	0.0286843	1.17971	0.0514933	3.55092e-05
10010	1	100	28	500	0.216789	0.188193	0.107259	0.080934	0.0285958	0.824558	0.0302848	1.17709	0.0440504	3.45639e-05
10011	1	100	28	500	0.175498	0.144189	0.0528935	0.0912956	0.0313084	0.864265	0.0333804	1.12626	0.043394	3.61565e-05
10012	1	100	27	500	0.171797	0.142308	0.0557011	0.0866067	0.0294895	0.864748	0.0340852	1.12529	0.0435082	3.4181e-05
10013	1	100	31	500	0.176087	0.148149	0.0630265	0.0851229	0.0279374	0.857726	0.032792	1.13166	0.045638	3.36585e-05
10014	1	100	28	500	0.180574	0.153088	0.0685656	0.0845224	0.0274857	0.852274	0.03051	1.13556	0.0438208	3.24739e-05
10015	1	100	29	500	0.179635	0.155265	0.073114	0.0821508	0.0243703	0.852644	0.0264185	1.14418	0.0342803	3.20889e-05
10016	1	100	25	500	0.174744	0.149885	0.0636889	0.0861964	0.0248587	0.855551	0.032089	1.13511	0.0433161	3.39434e-05
10017	1	100	26	500	0.178643	0.152207	0.0664603	0.0857471	0.0264351	0.857054	0.0279714	1.13846	0.0376153	3.31679e-05
10018	1	100	28	500	0.17522	0.148792	0.0574953	0.0912966	0.0264281	0.85812	0.0323237	1.13273	0.0481185	3.46031e-05
10019	1	100	31	500	0.177511	0.146642	0.0545047	0.0921371	0.0308696	0.85979	0.0372935	1.12844	0.0496417	3.47634e-05
10020	1	100	28	500	0.185452	0.151375	0.0587668	0.0926084	0.0340769	0.853682	0.0391026	1.12898	0.0492495	3.43981e-05
10021	1	100	31	500	0.189816	0.151678	0.0616799	0.0899984	0.0381381	0.858255	0.0336979	1.12881	0.0452649	3.45759e-05
10022	1	100	27	500	0.200295	0.155846	0.0684216	0.0874249	0.0444484	0.849559	0.0418846	1.11601	0.0535224	3.23307e-05
10023	1	100	25	500	0.220667	0.168151	0.080646	0.0875052	0.0525157	0.840581	0.040689	1.11762	0.0573112	3.07281e-05
10024	1	100	22	500	0.228895	0.177612	0.0861255	0.0914867	0.0512827	0.836197	0.0341558	1.12731	0.055406	3.00422e-05
10025	1	100	23	500	0.234765	0.178163	0.0817671	0.0963955	0.0566026	0.835408	0.0392308	1.12268	0.0593776	3.11813e-05
10026	1	100	22	500	0.225269	0.172077	0.0687404	0.103336	0.0531923	0.832885	0.0685157	1.11764	0.0839369	3.41572e-05
10027	1	100	24	500	0.225458	0.172315	0.0701864	0.102129	0.0531424	0.840402	0.0397007	1.13618	0.0517885	3.32819e-05
10028	1	100	22	500	0.231326	0.168542	0.0695917	0.0989501	0.0627842	0.838062	0.0775854	1.10899	0.0880274	3.30054e-05
10029	1	100	23	500	0.237661	0.170295	0.0730363	0.0972588	0.0673658	0.837108	0.0755673	1.10541	0.0850306	3.22897e-05
10030	1	100	20	500	0.254893	0.183735	0.0870069	0.0967281	0.0711584	0.831117	0.0752305	1.1164	0.0887055	3.03514e-05
10031	1	100	24	500	0.260851	0.187383	0.0893912	0.0979919	0.0734677	0.833692	0.0384932	1.12732	0.0475138	3.06142e-05
10032	1	100	24	500	0.266532	0.187375	0.0933874	0.0939875	0.079157	0.823994	0.0838051	1.10197	0.094916	2.93458e-05
10033	1	100	19	500	0.265691	0.184633	0.0887967	0.0958366	0.0810581	0.828058	0.0868228	1.09656	0.0957625	3.06277e-05
10034	1	100	22	500	0.291688	0.196783	0.100679	0.0961039	0.0949051	0.81979	0.0831333	1.09073	0.0956806	2.96261e-05
10035	1	100	23	500	0.298417	0.199024	0.0973753	0.101649	0.0993932	0.81332	0.0916993	1.08381	0.108912	3.11583e-05
10036	1	100	28	500	0.315647	0.204158	0.101064	0.103094	0.111488	0.797388	0.123593	1.06216	0.139539	3.08835e-05
10037	1	100	25	500	0.336962	0.215918	0.112096	0.103821	0.121044	0.801816	0.0928077	1.08376	0.11009	3.05281e-05
10038	1	100	22	500	0.335155	0.212222	0.103284	0.108938	0.122932	0.813684	0.0825386	1.09056	0.0949329	3.22165e-05
10039	1	100	23	500	0.339943	0.213637	0.10565	0.107987	0.126306	0.815163	0.0762436	1.08934	0.0852921	3.26212e-05
10040	1	100	24	500	0.320003	0.198471	0.0953493	0.103122	0.121531	0.817212	0.0951444	1.08142	0.10967	3.21398e-05
10041	1	100	24	500	0.33773	0.217438	0.10754	0.109898	0.120292	0.814722	0.0784515	1.09459	0.0826112	3.2661e-05
10042	1	100	25	500	0.361089	0.235884	0.123072	0.112811	0.125205	0.797023	0.11	1.07862	0.121593	3.22933e-05
10043	1	100	24	500	0.371658	0.241277	0.129222	0.112056	0.130381	0.791379	0.105123	1.0705	0.12166	3.22039e-05
10044	1	100	24	500	0.345738	0.228708	0.117953	0.110755	0.11703	0.786013	0.141022	1.04925	0.154789	3.39746e-05
10045	1	100	26	500	0.343147	0.222733	0.111801	0.110931	0.120414	0.809542	0.0979473	1.08154	0.104542	3.41373e-05
10046	1	100	25	500	0.327469	0.207955	0.102097	0.105859	0.119514	0.816302	0.097139	1.08217	0.102155	3.42484e-05
10047	1	100	26	500	0.353239	0.230057	0.120141	0.109916	0.123181	0.78661	0.138329	1.04644	0.151554	3.44911e-05
10048	1	100	25	500	0.315311	0.203676	0.0973482	0.106327	0.111635	0.821418	0.0990868	1.07867	0.104511	3.5623e-05
10049	1	100	24	500	0.354186	0.227414	0.115433	0.111982	0.126772	0.7928	0.127314	1.05604	0.138979	3.58007e-05
10050	1	100	27	500	0.417344	0.27352	0.155926	0.117593	0.143825	0.759211	0.147973	1.02851	0.171312	3.37932e-05
10051	1	100	25	500	0.418122	0.285525	0.171641	0.113883	0.132597	0.753771	0.151723	1.02676	0.174197	3.34723e-05
10052	1	100	24	500	0.425365	0.300446	0.18831	0.112136	0.124918	0.724918	0.169462	0.992974	0.196862	3.33817e-05
10053	1	100	26	500	0.443767	0.329545	0.221843	0.107702	0.114222	0.710552	0.176156	0.98707	0.210765	3.19102e-05
10054	1	100	25	500	0.48091	0.375434	0.271268	0.104167	0.105476	0.684183	0.180996	0.958427	0.220528	3.16295e-05
10055	1	100	25	500	0.443754	0.328359	0.21429	0.114069	0.115396	0.718562	0.170173	0.995054	0.204504	3.34479e-05
10056	1	100	24	500	0.455698	0.347046	0.235336	0.11171	0.108651	0.689139	0.185367	0.953875	0.224344	3.35364e-05
10057	1	100	19	500	0.459689	0.355558	0.242894	0.112664	0.104131	0.686574	0.184169	0.956339	0.222018	3.30734e-05
10058	1	100	19	500	0.445432	0.341876	0.221935	0.119941	0.103556	0.692858	0.189848	0.960507	0.226119	3.4888e-05
10059	1	100	21	500	0.427492	0.31948	0.200358	0.119122	0.108013	0.719018	0.171844	0.992105	0.208911	3.55415e-05
10060	1	100	22	500	0.426095	0.315907	0.193818	0.122089	0.110187	0.731643	0.159618	1.01916	0.196812	3.48186e-05
10061	1	100	21	500	0.392022	0.284724	0.155059	0.129665	0.107298	0.740243	0.162979	1.02769	0.199234	3.76665e-05
10062	1	100	22	500	0.354834	0.25163	0.129457	0.122172	0.103204	0.79536	0.108785	1.08356	0.12855	3.95594e-05
10063	1	100	19	500	0.400058	0.291787	0.171383	0.120404	0.108271	0.743931	0.160327	1.02122	0.190713	3.76761e-05
10064	1	100	20	500	0.400687	0.294796	0.170381	0.124415	0.105891	0.736904	0.165145	1.01789	0.200061	3.87245e-05
10065	1	100	21	500	0.413959	0.307026	0.189719	0.117307	0.106934	0.735708	0.164401	1.0129	0.199144	3.77117e-05
10066	1	100	20	500	0.404092	0.292724	0.178731	0.113993	0.111368	0.73674	0.17143	0.999568	0.200178	3.73703e-05
10067	1	100	22	500	0.367562	0.259035	0.143784	0.115251	0.108528	0.759887	0.161106	1.02274	0.185428	3.91495e-05
10068	1	100	22	500	0.384936	0.27751	0.161531	0.115979	0.107425	0.756792	0.153653	1.02598	0.184584	3.80439e-05
10069	1	100	22	500	0.374114	0.267776	0.153822	0.113954	0.106338	0.768179	0.146759	1.03594	0.169616	3.77288e-05
10070	1	100	23	500	0.386225	0.276831	0.162668	0.114163	0.109394	0.742998	0.17107	0.996354	0.198461	3.7524e-05
10071	1	100	23	500	0.391726	0.283776	0.168868	0.114908	0.10795	0.747946	0.169105	1.00175	0.189366	3.76848e-05
10072	1	100	23	500	0.414269	0.300186	0.180899	0.119287	0.114083	0.709379	0.189553	0.962057	0.218237	3.76242e-05
10073	1	100	22	500	0.367573	0.261371	0.142209	0.119162	0.106202	0.772411	0.143604	1.03985	0.172239	3.90418e-05
10074	1	100	21	500	0.374159	0.267311	0.142407	0.124904	0.106847	0.755345	0.159802	1.02275	0.187273	3.98595e-05
10075	1	100	22	500	0.391947	0.276616	0.145393	0.131223	0.115331	0.747561	0.158243	1.02317	0.19607	4.09984e-05
10076	1	100	24	500	0.362469	0.25923	0.129695	0.129535	0.103239	0.766484	0.14401	1.04844	0.177591	4.1338e-05
10077	1	100	22	500	0.387933	0.28121	0.148171	0.133039	0.106724	0.749388	0.151244	1.03472	0.192182	4.08889e-05
10078	1	100	19	500	0.365959	0.261666	0.127555	0.134111	0.104293	0.753927	0.154653	1.03885	0.191623	4.17519e-05
10079	1	100	20	500	0.333133	0.239344	0.107508	0.131835	0.0937898	0.7864	0.121907	1.08631	0.149508	4.26798e-05
10080	1	100	17	500	0.338952	0.243903	0.110299	0.133604	0.0950487	0.791635	0.104343	1.10257	0.127969	4.25926e-05
10081	1	100	20	500	0.305601	0.220434	0.0917237	0.128711	0.0851667	0.801862	0.0907735	1.1152	0.11795	4.30587e-05
10082	1	100	20	500	0.340212	0.244796	0.109194	0.135603	0.0954153	0.776158	0.123252	1.09442	0.157298	4.32785e-05
10083	1	100	17	500	0.339866	0.245577	0.110556	0.135021	0.094289	0.771771	0.125748	1.08868	0.165111	4.29404e-05
10084	1	100	20	500	0.353115	0.25375	0.117255	0.136495	0.0993644	0.783448	0.101408	1.10717	0.134392	4.28409e-05
10085	1	100	18	500	0.356263	0.257105	0.120963	0.136142	0.0991577	0.771059	0.124977	1.08727	0.160824	4.24826e-05
10086	1	100	24	500	0.362218	0.257706	0.120567	0.137139	0.104513	0.762544	0.134437	1.06998	0.174369	4.31689e-05
10087	1	100	21	500	0.391324	0.282969	0.143628	0.139342	0.108355	0.757689	0.132139	1.07912	0.171344	4.21788e-05
10088	1	100	18	500	0.357885	0.259618	0.123882	0.135735	0.0982671	0.767694	0.12149	1.09936	0.164212	4.23193e-05
10089	1	100	18	500	0.362714	0.261251	0.124684	0.136567	0.101463	0.751838	0.143111	1.08061	0.188263	4.28191e-05
10090	1	100	21	500	0.366952	0.262536	0.124856	0.13768	0.104416	0.754066	0.135571	1.08639	0.182814	4.31897e-05
10091	1	100	22	500	0.391396	0.277482	0.136759	0.140723	0.113914	0.765289	0.118471	1.09268	0.153716	4.36993e-05
10092	1	100	18	500	0.38856	0.271721	0.130664	0.141057	0.116839	0.75466	0.133637	1.07797	0.177949	4.41726e-05
10093	1	100	23	500	0.420337	0.293374	0.148725	0.144649	0.126963	0.756654	0.120579	1.08655	0.15836	4.38377e-05
10094	1	100	21	500	0.446716	0.313255	0.171444	0.14181	0.133461	0.724034	0.162619	1.02238	0.197909	4.3455e-05
10095	1	100	23	500	0.392639	0.272122	0.127749	0.144373	0.120518	0.762792	0.124243	1.08328	0.159712	4.52259e-05
10096	1	100	21	500	0.38763	0.269034	0.126921	0.142113	0.118596	0.763621	0.132117	1.07776	0.164543	4.55356e-05
